0,1,2,3,4
PSMD2_HUMAN,5708,PSME3_HUMAN,10197,0.49
EZRI_HUMAN,7430,WDR1_HUMAN,9948,0.49
H2B1C_HUMAN,8347,CENPT_HUMAN,80152,0.49
H31_HUMAN,8354,CDC23_HUMAN,8697,0.49
C2D2A_HUMAN,57545,1433F_HUMAN,7533,0.49
ODFP2_HUMAN,4957,4ET_HUMAN,56478,0.49
H31_HUMAN,8353,ZN830_HUMAN,91603,0.49
CE152_HUMAN,22995,TXLNA_HUMAN,200081,0.49
SFXN1_HUMAN,94081,SYK_HUMAN,3735,0.49
RS13_HUMAN,6207,RL35_HUMAN,11224,0.49
H2B1C_HUMAN,8346,MTA70_HUMAN,56339,0.49
PRS6A_HUMAN,5702,ZFY16_HUMAN,9765,0.49
NDUS8_HUMAN,4728,RLA0_HUMAN,6175,0.49
GBG13_HUMAN,51764,P85B_HUMAN,5296,0.0
DDX18_HUMAN,8886,RPAC1_HUMAN,9533,0.49
TP53B_HUMAN,7158,SET1A_HUMAN,9739,0.49
TRI14_HUMAN,9830,PSMD4_HUMAN,5710,0.49
SFPA2_HUMAN,729238,COR1B_HUMAN,57175,0.49
CE128_HUMAN,145508,ANR26_HUMAN,22852,0.49
CADH1_HUMAN,999,S38A1_HUMAN,81539,0.49
NEK8_HUMAN,284086,UXT_HUMAN,8409,0.49
CALX_HUMAN,821,SEC63_HUMAN,11231,0.49
KLH38_HUMAN,340359,NUDC_HUMAN,10726,0.49
CREL1_HUMAN,78987,UB2V1_HUMAN,387522,0.49
CDC5L_HUMAN,988,RL39_HUMAN,6170,0.49
NICA_HUMAN,23385,UT14A_HUMAN,10813,0.49
PHP14_HUMAN,29085,ZPR1_HUMAN,8882,0.49
H2B1C_HUMAN,8339,SRBD1_HUMAN,55133,0.49
DHX9_HUMAN,1660,EIF1_HUMAN,10209,0.49
CLTR2_HUMAN,57105,SNTA1_HUMAN,6640,0.49
HMGB2_HUMAN,3148,NFKB1_HUMAN,4790,0.49
RB_HUMAN,5925,TF2H1_HUMAN,2965,0.49
FTM_HUMAN,23322,RENT1_HUMAN,5976,0.49
MTCH2_HUMAN,23788,PHB_HUMAN,5245,0.49
BRCA1_HUMAN,672,EME1_HUMAN,146956,0.49
NUP53_HUMAN,129401,PEX14_HUMAN,5195,0.49
ILF2_HUMAN,3608,RL7_HUMAN,6129,0.49
CALM_HUMAN,801,SMAD2_HUMAN,4087,0.49
H31_HUMAN,8968,PPM1G_HUMAN,5496,0.49
AKIP_HUMAN,54998,RM44_HUMAN,65080,0.49
ACOX1_HUMAN,51,MPRD_HUMAN,4074,0.49
EZRI_HUMAN,7430,ALDR_HUMAN,231,0.49
GNL3_HUMAN,26354,RL5_HUMAN,6125,0.49
TR61B_HUMAN,55006,P5CR2_HUMAN,29920,0.49
MOES_HUMAN,4478,HS105_HUMAN,10808,0.49
RAE1L_HUMAN,8480,GSK3A_HUMAN,2931,0.49
CE290_HUMAN,80184,CE350_HUMAN,9857,0.49
TRI14_HUMAN,9830,MCM4_HUMAN,4173,0.49
HSP72_HUMAN,3306,STIP1_HUMAN,10963,0.49
H31_HUMAN,8358,"NACA_HUMAN,NACAM_HUMAN,NACA_HUMAN",4666,0.49
MP2K1_HUMAN,5604,SMAD2_HUMAN,4087,0.49
C1TC_HUMAN,4522,CADH2_HUMAN,1000,0.49
OFD1_HUMAN,8481,PDIA3_HUMAN,2923,0.49
ICT1_HUMAN,3396,NDUB7_HUMAN,4713,0.49
SPICE_HUMAN,152185,CKP2L_HUMAN,150468,0.49
PLCG1_HUMAN,5335,GRP1_HUMAN,10125,0.0
RPC4_HUMAN,661,TSR1_HUMAN,55720,0.49
UBR1_HUMAN,197131,VINC_HUMAN,7414,0.49
PSD12_HUMAN,5718,PSA3_HUMAN,5684,0.49
LCA5_HUMAN,167691,TRIM2_HUMAN,23321,0.49
CNTRL_HUMAN,11064,MED4_HUMAN,29079,0.49
EWS_HUMAN,2130,TEBP_HUMAN,10728,0.49
FAF2_HUMAN,23197,HLAG_HUMAN,3135,0.49
SFPQ_HUMAN,6421,PO210_HUMAN,23225,0.49
ANKY2_HUMAN,57037,BIG2_HUMAN,10564,0.49
TM216_HUMAN,51259,CCD47_HUMAN,57003,0.49
HXK1_HUMAN,3098,GRPE1_HUMAN,80273,0.49
GLI2_HUMAN,2736,NFKB1_HUMAN,4790,0.0
E2F3_HUMAN,1871,NOLC1_HUMAN,9221,0.07
MK03_HUMAN,5595,PLD2_HUMAN,5338,0.0
MYO1G_HUMAN,64005,RALA_HUMAN,5898,0.49
ARBK1_HUMAN,156,PAR1_HUMAN,2149,0.0
NDUB7_HUMAN,4713,QCR8_HUMAN,27089,0.49
RBMX_HUMAN,27316,RIR2_HUMAN,6241,0.49
TOM22_HUMAN,56993,MAGD2_HUMAN,10916,0.49
H2B1C_HUMAN,8339,SGOL2_HUMAN,151246,0.49
ATD3A_HUMAN,55210,SSRA_HUMAN,6745,0.49
H31_HUMAN,8353,RN169_HUMAN,254225,0.49
COX41_HUMAN,1327,NDUS3_HUMAN,4722,0.49
UN13D_HUMAN,201294,DPYL2_HUMAN,1808,0.49
TNNI3_HUMAN,7137,TPM2_HUMAN,7169,0.0
"GCN1L_HUMAN,GCN1_HUMAN",10985,SRSF3_HUMAN,6428,0.49
SUMO2_HUMAN,6613,PEPL1_HUMAN,79716,0.49
OFD1_HUMAN,8481,ASPP2_HUMAN,7159,0.49
UBA3_HUMAN,9039,ATG7_HUMAN,10533,0.49
PI4KA_HUMAN,5297,PI51A_HUMAN,8394,0.0
BRCA1_HUMAN,672,KIF4A_HUMAN,24137,0.49
E2F3_HUMAN,1871,MOT4_HUMAN,9123,0.07
FBRL_HUMAN,2091,TRM1L_HUMAN,81627,0.49
AP3D1_HUMAN,8943,CD11B_HUMAN,984,0.49
P53_HUMAN,7157,UB2E1_HUMAN,7324,0.49
STIL_HUMAN,6491,PCM1_HUMAN,5108,0.49
H31_HUMAN,8350,RN169_HUMAN,254225,0.49
RL29_HUMAN,6159,RL8_HUMAN,6132,0.49
SRSF5_HUMAN,6430,VATC1_HUMAN,528,0.49
BET1_HUMAN,10282,ARFP1_HUMAN,27236,0.49
DCTN2_HUMAN,10540,PRS4_HUMAN,5700,0.49
B9D2_HUMAN,80776,TECT2_HUMAN,79867,0.49
H31_HUMAN,8352,DDX27_HUMAN,55661,0.49
DRD1_HUMAN,1812,GBG2_HUMAN,54331,0.0
RBGPR_HUMAN,25782,UTP20_HUMAN,27340,0.49
PP1A_HUMAN,5499,SRSF5_HUMAN,6430,0.49
CARM1_HUMAN,10498,SNF5_HUMAN,6598,0.49
CE290_HUMAN,80184,FOPNL_HUMAN,123811,0.49
DEST_HUMAN,11034,PTMA_HUMAN,5757,0.49
AKT1_HUMAN,207,CADH1_HUMAN,999,0.49
RM52_HUMAN,122704,RS18_HUMAN,6222,0.49
LMNA_HUMAN,4000,ANLN_HUMAN,54443,0.49
SF3A1_HUMAN,10291,T2FA_HUMAN,2962,0.49
RM50_HUMAN,54534,TSR1_HUMAN,55720,0.49
RS6_HUMAN,6194,GZF1_HUMAN,64412,0.49
BRCA1_HUMAN,672,FANCC_HUMAN,2176,0.49
SAHH2_HUMAN,10768,UB2V1_HUMAN,7335,0.49
H31_HUMAN,8968,ARI4B_HUMAN,51742,0.49
"K0753_HUMAN,MOONR_HUMAN",9851,DNJC7_HUMAN,7266,0.49
RL14_HUMAN,9045,RS21_HUMAN,100291837,0.49
ABCD3_HUMAN,5825,NDUS4_HUMAN,4724,0.49
CDK7_HUMAN,1022,PNISR_HUMAN,25957,0.49
H31_HUMAN,8353,ZRAB2_HUMAN,9406,0.49
RL27_HUMAN,6155,RS29_HUMAN,6235,0.49
UPP1_HUMAN,7378,YRDC_HUMAN,79693,0.49
MTUS2_HUMAN,23281,ZF64B_HUMAN,55734,0.49
ODFP2_HUMAN,4957,CE170_HUMAN,9859,0.49
SYNC_HUMAN,4677,PAXI_HUMAN,5829,0.49
RN182_HUMAN,221687,UB2V1_HUMAN,7335,0.49
MTCH1_HUMAN,23787,PSMD2_HUMAN,5708,0.49
TM216_HUMAN,51259,S39A6_HUMAN,25800,0.49
GRP78_HUMAN,3309,HSP76_HUMAN,3310,0.49
TMM17_HUMAN,200728,AP2S1_HUMAN,1175,0.49
CP135_HUMAN,9662,MA7D3_HUMAN,79649,0.49
FA8_HUMAN,2157,PLMN_HUMAN,5340,0.0
TNFA_HUMAN,7124,SCG2_HUMAN,7857,0.49
CATA_HUMAN,847,PAHX_HUMAN,5264,0.49
KS6A2_HUMAN,6196,STXB2_HUMAN,6813,0.49
ITA9_HUMAN,3680,LAMC1_HUMAN,3915,0.0
EZRI_HUMAN,7430,E41L1_HUMAN,2036,0.49
ADIP_HUMAN,117178,OCRL_HUMAN,4952,0.49
LMNA_HUMAN,4000,CHCH2_HUMAN,51142,0.49
PLRKT_HUMAN,55848,COXM2_HUMAN,56942,0.49
DEN5B_HUMAN,160518,HSF1_HUMAN,3297,0.49
DCNL1_HUMAN,54165,UFD1_HUMAN,7353,0.49
CRK_HUMAN,1398,EGF_HUMAN,1950,0.0
TOM20_HUMAN,9804,SMCR8_HUMAN,140775,0.49
DDX28_HUMAN,55794,VATA_HUMAN,523,0.49
TOM22_HUMAN,56993,PTN1_HUMAN,5770,0.49
TPTE_HUMAN,7179,EMC1_HUMAN,23065,0.49
COASY_HUMAN,80347,PCY2_HUMAN,5833,0.49
MYO6_HUMAN,4646,"AZI1_HUMAN,CP131_HUMAN",22994,0.49
DKC1_HUMAN,1736,SRP14_HUMAN,6727,0.49
SIM2_HUMAN,6493,BAG4_HUMAN,9530,0.49
CSK22_HUMAN,1459,SPT5H_HUMAN,6829,0.49
TECT3_HUMAN,26123,KTAP2_HUMAN,200185,0.49
EZRI_HUMAN,7430,DVL3_HUMAN,1857,0.49
NIN_HUMAN,51199,ECH1_HUMAN,1891,0.49
RNZ2_HUMAN,60528,DDX5_HUMAN,1655,0.49
HNRPR_HUMAN,10236,RT28_HUMAN,28957,0.49
ANR28_HUMAN,23243,ACACB_HUMAN,32,0.49
TXNIP_HUMAN,10628,"HSP71_HUMAN,HS71B_HUMAN",3304,0.49
EPN2_HUMAN,22905,FGFR2_HUMAN,2263,0.0
H31_HUMAN,8353,TYDP2_HUMAN,51567,0.49
TECT1_HUMAN,79600,AMRP_HUMAN,4043,0.49
MGST3_HUMAN,4259,RM11_HUMAN,65003,0.49
H31_HUMAN,8351,RFC5_HUMAN,5985,0.49
SPICE_HUMAN,152185,SAMH1_HUMAN,25939,0.49
MYH1_HUMAN,4619,ACTN2_HUMAN,88,0.49
ASNS_HUMAN,440,PAXI_HUMAN,5829,0.49
RAB1A_HUMAN,5861,BAP31_HUMAN,10134,0.49
TPTE2_HUMAN,93492,"K0753_HUMAN,MOONR_HUMAN",9851,0.49
PRS8_HUMAN,5705,TBB5_HUMAN,203068,0.49
TM216_HUMAN,51259,STAM1_HUMAN,8027,0.49
SCLT1_HUMAN,132320,CE170_HUMAN,9859,0.49
PK3CB_HUMAN,5291,SYNJ1_HUMAN,8867,0.0
INP5E_HUMAN,56623,PI51A_HUMAN,8394,0.0
H31_HUMAN,8350,ECHA_HUMAN,3030,0.49
AT1A1_HUMAN,476,ATP5L_HUMAN,10632,0.49
LAGE3_HUMAN,8270,RN214_HUMAN,257160,0.49
TNR1A_HUMAN,7132,CAV1_HUMAN,857,0.49
CSF1R_HUMAN,1436,PTN1_HUMAN,5770,0.0
PGAM1_HUMAN,5223,RB11B_HUMAN,9230,0.49
TECT1_HUMAN,79600,CNPY2_HUMAN,10330,0.49
FLNB_HUMAN,2317,RSU1_HUMAN,6251,0.49
ASNS_HUMAN,440,TTC27_HUMAN,55622,0.49
H31_HUMAN,8350,NOC3L_HUMAN,64318,0.49
ABL1_HUMAN,25,EPHA8_HUMAN,2046,0.0
FKBP5_HUMAN,2289,UBP18_HUMAN,11274,0.49
SFXN1_HUMAN,94081,NDUS6_HUMAN,4726,0.49
SOS1_HUMAN,6654,YES_HUMAN,7525,0.0
"K0020_HUMAN,PUM3_HUMAN",9933,RPAC1_HUMAN,9533,0.49
PABP4_HUMAN,8761,RL18A_HUMAN,6142,0.49
MYO6_HUMAN,4646,TOLIP_HUMAN,54472,0.49
DAZP1_HUMAN,26528,RSU1_HUMAN,6251,0.49
GSK3B_HUMAN,2932,EDC3_HUMAN,80153,0.49
IL2_HUMAN,3558,IL7RA_HUMAN,3575,0.0
CO4A2_HUMAN,1284,ITA11_HUMAN,22801,0.0
UBP7_HUMAN,7874,UCRI_HUMAN,7386,0.49
CH60_HUMAN,3329,"UQCC_HUMAN,UQCC1_HUMAN",55245,0.49
FLOT1_HUMAN,10211,HM13_HUMAN,81502,0.49
CXCL2_HUMAN,2920,CXCR4_HUMAN,7852,0.0
PRS7_HUMAN,5701,UBR2_HUMAN,23304,0.49
TM189_HUMAN,387521,CHRD1_HUMAN,26973,0.49
ZEP2_HUMAN,3097,WNK1_HUMAN,65125,0.49
RL34_HUMAN,6164,RS2_HUMAN,6187,0.49
TPTE2_HUMAN,93492,"WDR67_HUMAN,TBC31_HUMAN",93594,0.49
H2B1C_HUMAN,8346,TOPB1_HUMAN,11073,0.49
TOM20_HUMAN,9804,CYLD_HUMAN,1540,0.49
NOP58_HUMAN,51602,PRPF3_HUMAN,9129,0.49
EGF_HUMAN,1950,LAMC2_HUMAN,3918,0.0
DDX18_HUMAN,8886,PR40A_HUMAN,55660,0.49
SFXN1_HUMAN,94081,AAAT_HUMAN,6510,0.49
CO6A1_HUMAN,1291,A4_HUMAN,351,0.49
RL22_HUMAN,6146,RS24_HUMAN,6229,0.49
DGKI_HUMAN,9162,PLCG1_HUMAN,5335,0.0
CCNA2_HUMAN,890,SRC_HUMAN,6714,0.49
CADH2_HUMAN,1000,SYSM_HUMAN,54938,0.49
AT1B3_HUMAN,483,RL35_HUMAN,11224,0.49
SAS6_HUMAN,163786,TBK1_HUMAN,29110,0.49
MK12_HUMAN,6300,ROBO1_HUMAN,6091,0.49
RS15_HUMAN,6209,RL36L_HUMAN,6166,0.49
PSA6_HUMAN,5687,EXOS6_HUMAN,118460,0.49
BET1_HUMAN,10282,EPHA4_HUMAN,2043,0.49
DEST_HUMAN,11034,MYG1_HUMAN,60314,0.49
HNRPK_HUMAN,3190,UBP14_HUMAN,9097,0.49
HNRPF_HUMAN,3185,HNRPK_HUMAN,3190,0.49
TECT2_HUMAN,79867,VAMP2_HUMAN,6844,0.49
THIM_HUMAN,10449,VAMP2_HUMAN,6844,0.49
SRS10_HUMAN,10772,TCOF_HUMAN,6949,0.49
RPGR_HUMAN,6103,TBB4A_HUMAN,10382,0.49
CRK_HUMAN,1398,SERPH_HUMAN,871,0.49
PTBP1_HUMAN,5725,STML2_HUMAN,30968,0.49
EF2_HUMAN,1938,RS15A_HUMAN,6210,0.49
CADH1_HUMAN,999,SHIP2_HUMAN,3636,0.49
SFXN1_HUMAN,94081,MARCS_HUMAN,4082,0.49
CEP44_HUMAN,80817,CCZ1_HUMAN,51622,0.49
GDIR1_HUMAN,396,RHOD_HUMAN,29984,0.0
CADH1_HUMAN,999,EIF2A_HUMAN,83939,0.49
NINL_HUMAN,22981,OFD1_HUMAN,8481,0.49
ERCC2_HUMAN,2068,SQSTM_HUMAN,8878,0.49
EF1A1_HUMAN,1915,STRN4_HUMAN,29888,0.49
PPME1_HUMAN,51400,RFA1_HUMAN,6117,0.49
HNRPQ_HUMAN,10492,NH2L1_HUMAN,4809,0.49
TOM22_HUMAN,56993,DPM1_HUMAN,8813,0.49
SAHH2_HUMAN,10768,SRXN1_HUMAN,140809,0.49
RS6_HUMAN,6194,MRT4_HUMAN,51154,0.49
"QN1_HUMAN,CE162_HUMAN",22832,MA7D1_HUMAN,55700,0.49
ADIP_HUMAN,117178,LRC49_HUMAN,54839,0.49
RALY_HUMAN,22913,RNPS1_HUMAN,10921,0.49
WIPI4_HUMAN,11152,MDM2_HUMAN,4193,0.49
NR4A1_HUMAN,3164,ESF1_HUMAN,51575,0.49
H31_HUMAN,8968,ZKSC4_HUMAN,387032,0.49
ANXA2_HUMAN,302,RL11_HUMAN,6135,0.49
GBG12_HUMAN,55970,RAP1A_HUMAN,5906,0.49
NSUN6_HUMAN,221078,RPE_HUMAN,6120,0.49
AT1B2_HUMAN,482,AT1A1_HUMAN,476,0.49
RL13_HUMAN,6137,RS14_HUMAN,6208,0.49
CEP63_HUMAN,80254,CC85C_HUMAN,317762,0.49
H31_HUMAN,8354,ZFR_HUMAN,51663,0.49
FZD1_HUMAN,8321,GSK3B_HUMAN,2932,0.49
PSMD9_HUMAN,5715,UBC9_HUMAN,7329,0.49
PSA6_HUMAN,5687,ISY1_HUMAN,57461,0.49
LBN_HUMAN,132884,HMOX2_HUMAN,3163,0.49
MK03_HUMAN,5595,TF65_HUMAN,5970,0.0
CE104_HUMAN,9731,CAMP2_HUMAN,23271,0.49
SMCA1_HUMAN,6594,SMRC1_HUMAN,6599,0.49
LAMP1_HUMAN,3916,MARK2_HUMAN,2011,0.49
PRPF3_HUMAN,9129,SON_HUMAN,6651,0.49
BAP31_HUMAN,10134,RER1_HUMAN,11079,0.49
CATD_HUMAN,1509,RAB5A_HUMAN,5868,0.49
EF1A1_HUMAN,1915,SERA_HUMAN,26227,0.49
SERA_HUMAN,26227,SRS11_HUMAN,9295,0.49
ILF3_HUMAN,3609,PPT2_HUMAN,9374,0.49
EWS_HUMAN,2130,ERIC1_HUMAN,157697,0.49
HCST_HUMAN,10870,PK3CA_HUMAN,5290,0.0
ST38L_HUMAN,23012,F177A_HUMAN,283635,0.49
LBN_HUMAN,132884,PGRC2_HUMAN,10424,0.49
GCR_HUMAN,2908,SYK_HUMAN,3735,0.49
ETS1_HUMAN,2113,PCX1_HUMAN,22990,0.49
TP53B_HUMAN,7158,TF2H3_HUMAN,2967,0.49
EWS_HUMAN,2130,MED4_HUMAN,29079,0.49
PP1B_HUMAN,5500,PP14A_HUMAN,94274,0.0
ERR1_HUMAN,2101,UBC9_HUMAN,7329,0.49
SPICE_HUMAN,152185,CCNB1_HUMAN,891,0.49
PLCD4_HUMAN,84812,PLCG2_HUMAN,5336,0.0
LYPA1_HUMAN,10434,ASNS_HUMAN,440,0.49
SCLT1_HUMAN,132320,"CC132_HUMAN,VPS50_HUMAN",55610,0.49
EZRI_HUMAN,7430,PKHA1_HUMAN,59338,0.49
RL6_HUMAN,6128,RS28_HUMAN,6234,0.49
TOM22_HUMAN,56993,EXD2_HUMAN,55218,0.49
ILF3_HUMAN,3609,MIA40_HUMAN,131474,0.49
PGFRB_HUMAN,5159,PLCG2_HUMAN,5336,0.0
ADAS_HUMAN,8540,NLTP_HUMAN,6342,0.49
LA_HUMAN,6741,TRM6_HUMAN,51605,0.49
SL9B2_HUMAN,133308,UBE2N_HUMAN,7334,0.49
H31_HUMAN,8355,XRCC1_HUMAN,7515,0.49
DUS2_HUMAN,1844,MK09_HUMAN,5601,0.0
TGON2_HUMAN,10618,S12A2_HUMAN,6558,0.49
ITA2B_HUMAN,3674,VTNC_HUMAN,7448,0.0
SPICE_HUMAN,152185,MMTA2_HUMAN,79169,0.49
H31_HUMAN,8353,DPOLA_HUMAN,5422,0.49
TAOK1_HUMAN,57551,TAOK2_HUMAN,9344,0.0
PAK2_HUMAN,5062,PDIA3_HUMAN,2923,0.49
TXNIP_HUMAN,10628,PARP1_HUMAN,142,0.49
H31_HUMAN,8351,MSL1_HUMAN,339287,0.49
RBM14_HUMAN,10432,SAP18_HUMAN,10284,0.49
KS6B1_HUMAN,6198,TGFR2_HUMAN,7048,0.0
SNP23_HUMAN,8773,YES_HUMAN,7525,0.49
HTRA2_HUMAN,27429,TIM9_HUMAN,26520,0.49
ETS1_HUMAN,2113,RASH_HUMAN,3265,0.0
RBM8A_HUMAN,9939,LSM3_HUMAN,27258,0.49
BRCA1_HUMAN,672,CIP2A_HUMAN,57650,0.49
DDB1_HUMAN,100290337,TCRG1_HUMAN,10915,0.49
BIRC2_HUMAN,329,CASP6_HUMAN,839,0.0
BET1_HUMAN,10282,AKP8L_HUMAN,26993,0.49
H2B1C_HUMAN,8339,BCORL_HUMAN,63035,0.49
PK3CD_HUMAN,5293,RRAS2_HUMAN,22800,0.0
TMX1_HUMAN,81542,TMX2_HUMAN,51075,0.06
UBP1_HUMAN,7398,VPS36_HUMAN,51028,0.49
NU214_HUMAN,8021,CSRP1_HUMAN,1465,0.49
ATD3A_HUMAN,55210,COPB_HUMAN,1315,0.49
H31_HUMAN,8357,LMBL2_HUMAN,83746,0.49
NU107_HUMAN,57122,H2AV_HUMAN,94239,0.49
DHX9_HUMAN,1660,RS6_HUMAN,6194,0.49
EWS_HUMAN,2130,TLN1_HUMAN,7094,0.49
TGON2_HUMAN,10618,ATP7B_HUMAN,540,0.49
AGRP_HUMAN,181,AAKB1_HUMAN,5564,0.0
STIL_HUMAN,6491,UN45A_HUMAN,55898,0.49
H31_HUMAN,8353,KDM1B_HUMAN,221656,0.49
RMP_HUMAN,8725,HSF2_HUMAN,3298,0.49
SL9B2_HUMAN,133308,UBA1_HUMAN,7317,0.49
CALX_HUMAN,821,NSF_HUMAN,4905,0.49
NOTC2_HUMAN,4853,NUMB_HUMAN,8650,0.0
GRP78_HUMAN,3309,RAB14_HUMAN,51552,0.49
H31_HUMAN,8357,FEN1_HUMAN,2237,0.49
H31_HUMAN,8352,RNH2A_HUMAN,10535,0.49
H31_HUMAN,8353,T2FA_HUMAN,2962,0.49
H2B1C_HUMAN,8344,RLF_HUMAN,6018,0.49
JAM2_HUMAN,58494,KPCT_HUMAN,5588,0.0
FOS_HUMAN,2353,S4A10_HUMAN,57282,0.49
FTM_HUMAN,23322,HAUS8_HUMAN,93323,0.49
IF4A3_HUMAN,9775,WIPF2_HUMAN,147179,0.49
UBP15_HUMAN,9958,WAPL_HUMAN,23063,0.49
CH10_HUMAN,3336,GRP75_HUMAN,3313,0.49
RL13A_HUMAN,23521,RL7A_HUMAN,6130,0.49
NINL_HUMAN,22981,KIF1B_HUMAN,23095,0.49
"IRK2_HUMAN,KCNJ2_HUMAN",3759,SCRIB_HUMAN,23513,0.49
MDC1_HUMAN,9656,SSBP3_HUMAN,23648,0.49
AKIP_HUMAN,54998,NUP93_HUMAN,9688,0.49
RS6_HUMAN,6194,DIM1_HUMAN,27292,0.49
F16P1_HUMAN,2203,ERBB2_HUMAN,2064,0.49
PIR_HUMAN,8544,PSB2_HUMAN,5690,0.49
MOCOS_HUMAN,55034,SERC_HUMAN,29968,0.49
LMNA_HUMAN,4000,DHX40_HUMAN,79665,0.49
H2B1C_HUMAN,8344,CC71L_HUMAN,168455,0.49
PSA6_HUMAN,5687,ELP6_HUMAN,54859,0.49
ACM3_HUMAN,1131,NK1R_HUMAN,6869,0.0
RASK_HUMAN,3845,PP2AB_HUMAN,5516,0.49
MK14_HUMAN,1432,PPM1D_HUMAN,8493,0.0
TMM17_HUMAN,200728,NOTC1_HUMAN,4851,0.49
GNAI2_HUMAN,2771,PA21B_HUMAN,5319,0.0
RBMS1_HUMAN,5937,SRPRB_HUMAN,58477,0.49
UAP1_HUMAN,6675,VPS39_HUMAN,23339,0.49
SPICE_HUMAN,152185,"K0753_HUMAN,MOONR_HUMAN",9851,0.49
EWS_HUMAN,2130,PQBP1_HUMAN,10084,0.49
SYWC_HUMAN,7453,"F125A_HUMAN,MB12A_HUMAN",93343,0.49
OFD1_HUMAN,8481,PSDE_HUMAN,10213,0.49
AKIP_HUMAN,54998,RM11_HUMAN,65003,0.49
ADAS_HUMAN,8540,LMAN1_HUMAN,3998,0.49
COX41_HUMAN,1327,NDUS6_HUMAN,4726,0.49
SCO1_HUMAN,6341,COXM2_HUMAN,56942,0.49
B9D2_HUMAN,80776,IBTK_HUMAN,25998,0.49
BCAR1_HUMAN,9564,ITA3_HUMAN,3675,0.0
HD_HUMAN,3064,ARFG3_HUMAN,26286,0.49
TTC4_HUMAN,7268,UBE4B_HUMAN,10277,0.49
H2B1C_HUMAN,8346,BRD8_HUMAN,10902,0.49
CEP19_HUMAN,84984,STK24_HUMAN,8428,0.49
UBE3C_HUMAN,9690,UBP13_HUMAN,8975,0.49
H31_HUMAN,8353,TAF6L_HUMAN,10629,0.49
CHAD_HUMAN,1101,ITA11_HUMAN,22801,0.0
CNTRL_HUMAN,11064,RPB3_HUMAN,5432,0.49
H2B1C_HUMAN,8347,PWP2A_HUMAN,114825,0.49
B9D2_HUMAN,80776,FUBP3_HUMAN,8939,0.49
AMOT_HUMAN,154796,RAB35_HUMAN,11021,0.49
SAP_HUMAN,5660,TCRG1_HUMAN,10915,0.49
H2B1C_HUMAN,8344,MCM10_HUMAN,55388,0.49
CEP19_HUMAN,84984,DICER_HUMAN,23405,0.49
RXRB_HUMAN,6257,MACOI_HUMAN,55219,0.49
CSF2_HUMAN,1437,PTPRC_HUMAN,5788,0.0
CDK8_HUMAN,1024,NACC1_HUMAN,112939,0.49
MUTA_HUMAN,4594,PHS_HUMAN,5092,0.49
NLE1_HUMAN,54475,HNRH3_HUMAN,3189,0.49
RASH_HUMAN,3265,SHC2_HUMAN,25759,0.0
HNRPM_HUMAN,4670,RS26_HUMAN,6231,0.49
TECT3_HUMAN,26123,UFL1_HUMAN,23376,0.49
IMB1_HUMAN,3837,RNBP6_HUMAN,26953,0.49
DTX4_HUMAN,23220,HS90B_HUMAN,3326,0.49
"DUS13_HUMAN,DS13A_HUMAN,DS13B_HUMAN",51207,NUP98_HUMAN,4928,0.49
CH60_HUMAN,3329,ECI1_HUMAN,1632,0.49
COR2A_HUMAN,7464,AURKA_HUMAN,6790,0.49
CEP19_HUMAN,84984,EDC3_HUMAN,80153,0.49
CUL4B_HUMAN,8450,SFPQ_HUMAN,6421,0.49
PLK1_HUMAN,5347,1433G_HUMAN,7532,0.0
TSN17_HUMAN,26262,UBA1_HUMAN,7317,0.49
RL14_HUMAN,9045,RL17_HUMAN,6139,0.49
T2FA_HUMAN,2962,HIRP3_HUMAN,8479,0.49
CADH1_HUMAN,999,IF4B_HUMAN,1975,0.49
EF1A1_HUMAN,1915,PABP3_HUMAN,5042,0.49
QCR9_HUMAN,29796,RB11A_HUMAN,8766,0.49
TGON2_HUMAN,10618,RAB7A_HUMAN,7879,0.49
DEST_HUMAN,11034,MYH11_HUMAN,4629,0.49
PEBB_HUMAN,865,DYST_HUMAN,667,0.49
H31_HUMAN,8351,CHAP1_HUMAN,283489,0.49
ATP5I_HUMAN,521,RS21_HUMAN,6227,0.49
CHMP3_HUMAN,51652,CHM1B_HUMAN,57132,0.49
SCAM3_HUMAN,10067,TIAR_HUMAN,7073,0.49
TOP1_HUMAN,7150,RU17_HUMAN,6625,0.49
CY24A_HUMAN,1535,NCF1C_HUMAN,654817,0.49
FKBP2_HUMAN,2286,TAGL2_HUMAN,8407,0.49
MED4_HUMAN,29079,CSPP1_HUMAN,79848,0.49
THIM_HUMAN,10449,CSRP1_HUMAN,1465,0.49
H2B1C_HUMAN,8346,PDCD4_HUMAN,27250,0.49
WDR12_HUMAN,55759,CHMP7_HUMAN,91782,0.49
AKIP_HUMAN,54998,SSF1_HUMAN,692312,0.49
C2D2A_HUMAN,57545,ASCC3_HUMAN,10973,0.49
IDH3A_HUMAN,3419,IDHC_HUMAN,3417,0.49
AIFM1_HUMAN,9131,CH10_HUMAN,3336,0.49
H31_HUMAN,8353,DESP_HUMAN,1832,0.49
NUDC_HUMAN,10726,WDFY2_HUMAN,115825,0.49
CH10_HUMAN,3336,PPIA_HUMAN,5478,0.49
ATPG_HUMAN,509,NDUAC_HUMAN,55967,0.49
"DHSB_HUMAN,SDHB_HUMAN",6390,GDE_HUMAN,178,0.49
H31_HUMAN,8351,MARE2_HUMAN,10982,0.49
