0,1,2,3,4
BIRC5_HUMAN,332,BIRC5_HUMAN,332,0.9
ZWINT_HUMAN,11130,NSL1_HUMAN,25936,0.87
MBD3_HUMAN,53615,RBBP4_HUMAN,5928,0.9
H2AX_HUMAN,3014,CALM_HUMAN,808,0.86
TRAF2_HUMAN,7186,CD27_HUMAN,939,0.94
CCNE2_HUMAN,9134,CDN1A_HUMAN,1026,0.9
GGA1_HUMAN,26088,ARF1_HUMAN,375,0.96
PMEPA_HUMAN,56937,NEDD4_HUMAN,4734,0.97
P53_HUMAN,7157,NUCL_HUMAN,4691,0.89
1433F_HUMAN,7533,1433T_HUMAN,10971,0.87
DVL1_HUMAN,1855,DVL2_HUMAN,1856,0.89
1433G_HUMAN,7532,RNPS1_HUMAN,10921,0.86
P5CR1_HUMAN,5831,P5CR1_HUMAN,5831,0.95
AKT1_HUMAN,207,STK4_HUMAN,6789,0.94
MZT2B_HUMAN,80097,GCP2_HUMAN,10844,0.87
RPAB1_HUMAN,5434,RPB7_HUMAN,5436,0.99
UCHL5_HUMAN,51377,PSMD4_HUMAN,5710,0.89
TELO2_HUMAN,9894,MTOR_HUMAN,2475,0.87
CBP_HUMAN,1387,HNF1A_HUMAN,6927,0.88
TOLIP_HUMAN,54472,TOLIP_HUMAN,54472,0.88
NRX1A_HUMAN,9378,NLGN3_HUMAN,54413,0.86
PTN11_HUMAN,5781,FRS2_HUMAN,10818,0.9
IL5RA_HUMAN,3568,IL3RB_HUMAN,1439,0.88
GABR2_HUMAN,9568,GABR1_HUMAN,2550,0.9
SIR1_HUMAN,23411,K1967_HUMAN,57805,0.89
MERL_HUMAN,4771,MERL_HUMAN,4771,0.97
SLAF1_HUMAN,6504,SH21A_HUMAN,4068,0.97
ARC1B_HUMAN,10095,ARP2_HUMAN,10097,0.95
CSN6_HUMAN,10980,CSN3_HUMAN,8533,0.96
ILK_HUMAN,3611,TCPE_HUMAN,22948,0.87
GIPC1_HUMAN,10755,GTR1_HUMAN,6513,0.87
OAZ1_HUMAN,4946,DCOR_HUMAN,4953,0.86
FXRD2_HUMAN,80020,SE1L1_HUMAN,6400,0.87
MLP3B_HUMAN,81631,KEAP1_HUMAN,9817,0.86
ID4_HUMAN,3400,ITF2_HUMAN,6925,0.87
IKBL1_HUMAN,4795,LUC7L_HUMAN,55692,0.87
MED9_HUMAN,55090,RPB1_HUMAN,5430,0.86
THOC5_HUMAN,8563,THOC4_HUMAN,10189,0.89
PCNA_HUMAN,5111,CDAN1_HUMAN,146059,0.88
CDCA5_HUMAN,113130,PDS5A_HUMAN,23244,0.88
SNIP1_HUMAN,79753,TR150_HUMAN,9967,0.88
HDAC3_HUMAN,8841,GATA2_HUMAN,2624,0.87
MYBB_HUMAN,4605,MYBB_HUMAN,4605,0.86
TRAF6_HUMAN,7189,PRS8_HUMAN,5705,0.89
CSTF1_HUMAN,1477,BRCA1_HUMAN,672,0.89
RD23B_HUMAN,5887,XPC_HUMAN,7508,0.94
ZBT16_HUMAN,7704,HDAC4_HUMAN,9759,0.89
P85B_HUMAN,5296,PK3CB_HUMAN,5291,0.87
IL16_HUMAN,3603,NMDE4_HUMAN,2906,0.87
HDAC1_HUMAN,3065,RBL2_HUMAN,5934,0.95
APC_HUMAN,324,GSK3B_HUMAN,2932,0.96
SRC_HUMAN,6714,CAV1_HUMAN,857,0.89
KC1A_HUMAN,1452,CAR11_HUMAN,84433,0.86
MDM2_HUMAN,4193,MDM2_HUMAN,4193,0.9
PP2AB_HUMAN,5516,STRN_HUMAN,6801,0.89
MTR1A_HUMAN,4543,TMM33_HUMAN,55161,0.88
PRL_HUMAN,5617,PPIB_HUMAN,5479,0.89
SUMO1_HUMAN,7341,TP53B_HUMAN,7158,0.87
P53_HUMAN,7157,CDN1A_HUMAN,1026,0.88
TRAF3_HUMAN,7187,TNR5_HUMAN,958,0.9
RFIP2_HUMAN,22841,RB11A_HUMAN,8766,0.9
STX4_HUMAN,6810,VAMP2_HUMAN,6844,0.97
FANCF_HUMAN,2188,FANCG_HUMAN,2189,0.9
SMD3_HUMAN,6634,RSMB_HUMAN,6628,0.9
IPO8_HUMAN,10526,IMB1_HUMAN,3837,0.86
K1C18_HUMAN,3875,K2C8_HUMAN,3856,0.88
M3K2_HUMAN,10746,1433E_HUMAN,7531,0.9
GDIA_HUMAN,2664,RAB5B_HUMAN,5869,0.88
CDK8_HUMAN,1024,MED4_HUMAN,29079,0.88
HIP1R_HUMAN,9026,CLH1_HUMAN,1213,0.92
XPO5_HUMAN,57510,EF1A1_HUMAN,1915,0.92
GNDS_HUMAN,5900,RAP2A_HUMAN,5911,0.9
EGFR_HUMAN,1956,SHC4_HUMAN,399694,0.89
WDR5_HUMAN,11091,KANL2_HUMAN,54934,0.88
BBS4_HUMAN,585,PCM1_HUMAN,5108,0.89
STRAA_HUMAN,92335,CAB39_HUMAN,51719,0.9
2AAA_HUMAN,5518,2ABA_HUMAN,5520,0.99
TNF14_HUMAN,8740,TNR14_HUMAN,8764,0.9
H4_HUMAN,8359,TBL1X_HUMAN,6907,0.88
TNFL6_HUMAN,356,PPIP1_HUMAN,9051,0.96
UBC9_HUMAN,7329,SMAD4_HUMAN,4089,0.88
MED9_HUMAN,55090,MED15_HUMAN,51586,0.86
PARVB_HUMAN,29780,ILK_HUMAN,3611,0.99
ASAP1_HUMAN,50807,SH3K1_HUMAN,30011,0.9
CDC37_HUMAN,11140,CD11A_HUMAN,728642,0.87
COPA_HUMAN,1314,COPB_HUMAN,1315,0.95
CHK2_HUMAN,11200,MPIP1_HUMAN,993,0.87
ITB3_HUMAN,3690,FINC_HUMAN,2335,0.95
ATG7_HUMAN,10533,GBRAP_HUMAN,11337,0.95
PSA1_HUMAN,5682,PSA4_HUMAN,5685,0.99
HS105_HUMAN,10808,COF1_HUMAN,1072,0.95
EGFR_HUMAN,1956,S10A4_HUMAN,6275,0.88
MAD1_HUMAN,4084,MAX_HUMAN,4149,0.99
3BP2_HUMAN,6452,ZAP70_HUMAN,7535,0.88
CK5P1_HUMAN,51654,CD5R1_HUMAN,8851,0.87
OGT1_HUMAN,8473,HCFC1_HUMAN,3054,0.9
UBR5_HUMAN,51366,"IMA1_HUMAN,IMA5_HUMAN",3836,0.89
EGFR_HUMAN,1956,UBS3B_HUMAN,84959,0.87
WWOX_HUMAN,51741,P73_HUMAN,7161,0.88
PPR18_HUMAN,170954,PP1G_HUMAN,5501,0.87
CTBP1_HUMAN,1487,KAT2B_HUMAN,8850,0.87
CUL5_HUMAN,8065,PEBB_HUMAN,865,0.88
DYL1_HUMAN,8655,PAPD1_HUMAN,55149,0.86
RNF31_HUMAN,55072,"F105B_HUMAN,OTUL_HUMAN",90268,0.89
AHNK_HUMAN,79026,EGFR_HUMAN,1956,0.88
CUED2_HUMAN,79004,ESR1_HUMAN,2099,0.87
YAP1_HUMAN,10413,1433F_HUMAN,7533,0.87
HRK_HUMAN,8739,BCL2_HUMAN,596,0.89
PB1_HUMAN,55193,H31_HUMAN,8351,0.87
CTBP2_HUMAN,1488,CTBP1_HUMAN,1487,0.88
KAPCA_HUMAN,5566,GSK3B_HUMAN,2932,0.9
EP300_HUMAN,2033,STAT6_HUMAN,6778,0.89
KAT2B_HUMAN,8850,TFE2_HUMAN,6929,0.88
ORC6_HUMAN,23594,ORC3_HUMAN,23595,0.97
SUMO1_HUMAN,7341,SAE1_HUMAN,10055,0.96
BICD2_HUMAN,23299,RAB6A_HUMAN,5870,0.89
SLX1_HUMAN,79008,EME1_HUMAN,146956,0.87
MIS12_HUMAN,79003,SPC25_HUMAN,57405,0.89
RET_HUMAN,5979,CRK_HUMAN,1398,0.87
FGFR3_HUMAN,2261,FGF1_HUMAN,2246,0.9
PP1G_HUMAN,5501,IPP2_HUMAN,5504,0.98
FBXW7_HUMAN,55294,PRKN2_HUMAN,5071,0.88
H31_HUMAN,8352,H4_HUMAN,8294,0.99
MED28_HUMAN,80306,SRC_HUMAN,6714,0.87
KPCD1_HUMAN,5587,C1QBP_HUMAN,708,0.89
STK4_HUMAN,6789,ANXA1_HUMAN,301,0.86
WIPF2_HUMAN,147179,GRB2_HUMAN,2885,0.87
G3BP2_HUMAN,9908,UBP10_HUMAN,9100,0.89
EPHB2_HUMAN,2048,RASA1_HUMAN,5921,0.88
SNUT2_HUMAN,10713,PRP4_HUMAN,9128,0.86
UCHL5_HUMAN,51377,UBP14_HUMAN,9097,0.86
CDC5L_HUMAN,988,SF3A1_HUMAN,10291,0.87
UBA5_HUMAN,79876,UBA5_HUMAN,79876,0.86
DPOA2_HUMAN,23649,PRI2_HUMAN,5558,0.86
BLM_HUMAN,641,RFA3_HUMAN,6119,0.87
RPAB1_HUMAN,5434,RPAB5_HUMAN,5441,0.96
ING3_HUMAN,54556,RUVB2_HUMAN,10856,0.89
RPB2_HUMAN,5431,RPB4_HUMAN,5433,0.87
CEBPB_HUMAN,1051,ESR1_HUMAN,2099,0.89
EXOS1_HUMAN,51013,EXOS4_HUMAN,54512,0.89
ATF5_HUMAN,22809,UB2R1_HUMAN,997,0.86
IMA7_HUMAN,23633,IMB1_HUMAN,3837,0.97
APC_HUMAN,324,CDC42_HUMAN,998,0.86
P53_HUMAN,7157,SIR1_HUMAN,23411,0.9
AIRE_HUMAN,326,AIRE_HUMAN,326,0.9
PTEN_HUMAN,5728,NHRF1_HUMAN,9368,0.96
MED1_HUMAN,5469,RPAB2_HUMAN,5435,0.86
SET1A_HUMAN,9739,ASH2L_HUMAN,9070,0.89
RON_HUMAN,4486,1433Z_HUMAN,7534,0.87
VPS45_HUMAN,11311,STX16_HUMAN,8675,0.93
SKP2_HUMAN,6502,E2F1_HUMAN,1869,0.9
SOCS2_HUMAN,8835,GHR_HUMAN,2690,0.9
H31_HUMAN,8355,H4_HUMAN,8359,0.99
CARD9_HUMAN,64170,TRI62_HUMAN,55223,0.86
GGA2_HUMAN,23062,SORT_HUMAN,6272,0.89
GBB2_HUMAN,2783,GNAI3_HUMAN,2773,0.91
2ABB_HUMAN,5521,TCPB_HUMAN,10576,0.91
ABCA1_HUMAN,19,SNTB2_HUMAN,6645,0.88
JIP3_HUMAN,23162,M3K5_HUMAN,4217,0.87
DLG1_HUMAN,1739,GRIA1_HUMAN,2890,0.89
WASP_HUMAN,7454,SRC_HUMAN,6714,0.96
VAV_HUMAN,7409,FYN_HUMAN,2534,0.95
ZGPAT_HUMAN,84619,DHX15_HUMAN,1665,0.88
CD6_HUMAN,923,CD166_HUMAN,214,0.9
SNP25_HUMAN,6616,STX1A_HUMAN,6804,1.0
TRI27_HUMAN,5987,NDEL1_HUMAN,81565,0.86
ZBT16_HUMAN,7704,FHL2_HUMAN,2274,0.89
JAK1_HUMAN,3716,IRS1_HUMAN,3667,0.95
SHIP2_HUMAN,3636,MET_HUMAN,4233,0.89
FGF2_HUMAN,2247,CSK22_HUMAN,1459,0.86
SOST_HUMAN,50964,LRP6_HUMAN,4040,0.89
EXOSX_HUMAN,5394,C1D_HUMAN,10438,0.88
JUN_HUMAN,3725,FOSB_HUMAN,2354,0.94
3BP2_HUMAN,6452,1433T_HUMAN,10971,0.86
ARP2_HUMAN,10097,ARPC5_HUMAN,10092,0.93
CFLAR_HUMAN,8837,ITCH_HUMAN,83737,0.89
MEP50_HUMAN,79084,RSMB_HUMAN,6628,0.87
MIS12_HUMAN,79003,NUF2_HUMAN,83540,0.89
TF7L2_HUMAN,6934,XRCC5_HUMAN,7520,0.86
UBA3_HUMAN,9039,NEDD8_HUMAN,4738,0.97
1433Z_HUMAN,7534,H4_HUMAN,8365,0.88
H31_HUMAN,8355,H4_HUMAN,8370,0.99
DCNL3_HUMAN,123879,CUL1_HUMAN,8454,0.86
RAP1A_HUMAN,5906,RAF1_HUMAN,5894,0.9
NASP_HUMAN,4678,H31_HUMAN,8352,0.89
DYN2_HUMAN,1785,ITSN1_HUMAN,6453,0.88
PAI1_HUMAN,5054,PAI1_HUMAN,5054,0.89
FYN_HUMAN,2534,TNFL6_HUMAN,356,0.89
FBW1A_HUMAN,8945,PLK4_HUMAN,10733,0.87
H33_HUMAN,3020,H4_HUMAN,8362,0.96
DP13A_HUMAN,26060,DP13A_HUMAN,26060,0.88
PBX1_HUMAN,5087,MEIS1_HUMAN,4211,0.99
KGP1_HUMAN,5592,KGP1_HUMAN,5592,0.87
ZNRF3_HUMAN,84133,RSPO1_HUMAN,284654,0.9
CCNA2_HUMAN,890,BRCA1_HUMAN,672,0.87
IN80E_HUMAN,283899,IN80C_HUMAN,125476,0.87
FAK1_HUMAN,5747,YES_HUMAN,7525,0.87
ARRB2_HUMAN,409,PDE4D_HUMAN,5144,0.89
"FA40A_HUMAN,STRP1_HUMAN",85369,STRN_HUMAN,6801,0.89
SMCA4_HUMAN,6597,ARI1A_HUMAN,8289,0.97
STX18_HUMAN,53407,RINT1_HUMAN,60561,0.89
ITB3_HUMAN,3690,CIB1_HUMAN,10519,0.88
NCOA1_HUMAN,8648,CBP_HUMAN,1387,0.9
NOP56_HUMAN,10528,WDR36_HUMAN,134430,0.88
GBG2_HUMAN,54331,GBB1_HUMAN,2782,0.9
CRGC_HUMAN,1420,CRBB2_HUMAN,1415,0.88
MDM4_HUMAN,4194,1433E_HUMAN,7531,0.88
H4_HUMAN,121504,TBL1X_HUMAN,6907,0.88
LYN_HUMAN,4067,CD22_HUMAN,933,0.89
LTK_HUMAN,4058,P85A_HUMAN,5295,0.86
SYUA_HUMAN,6622,LRRK2_HUMAN,120892,0.86
CBX5_HUMAN,23468,H31_HUMAN,8357,0.95
"CHCH3_HUMAN,MIC19_HUMAN",54927,CC85B_HUMAN,11007,0.87
SUMO1_HUMAN,7341,TOP1_HUMAN,7150,0.94
TCEA1_HUMAN,6917,CDK7_HUMAN,1022,0.87
SC31A_HUMAN,22872,PDCD6_HUMAN,10016,0.86
SGK3_HUMAN,23678,GSK3B_HUMAN,2932,0.88
T2EB_HUMAN,2961,T2EA_HUMAN,2960,0.99
CBX5_HUMAN,23468,SENP7_HUMAN,57337,0.87
LDLR_HUMAN,3949,APOB_HUMAN,338,0.88
FBX22_HUMAN,26263,SKP1_HUMAN,6500,0.87
IKKA_HUMAN,1147,IKKB_HUMAN,3551,0.97
CDC5L_HUMAN,988,SFI1_HUMAN,9814,0.87
CTNB1_HUMAN,1499,CHD8_HUMAN,57680,0.89
SYNJ1_HUMAN,8867,SH3K1_HUMAN,30011,0.94
ACD_HUMAN,65057,TERF1_HUMAN,7013,0.88
ADRM1_HUMAN,11047,PSMD2_HUMAN,5708,0.87
H4_HUMAN,8363,PHF20_HUMAN,51230,0.87
CD5R2_HUMAN,8941,ACTN1_HUMAN,87,0.87
ORC3_HUMAN,23595,ORC1_HUMAN,4998,0.9
MED26_HUMAN,9441,MED27_HUMAN,9442,0.86
DNM1L_HUMAN,10059,DNM1L_HUMAN,10059,0.99
GLP1R_HUMAN,2740,GLUC_HUMAN,2641,0.86
KAT6A_HUMAN,7994,H31_HUMAN,8355,0.86
ID1_HUMAN,3397,PSMD4_HUMAN,5710,0.87
HEXI2_HUMAN,124790,CDK9_HUMAN,1025,0.88
CSRP3_HUMAN,8048,MYOD1_HUMAN,4654,0.89
H31_HUMAN,8358,CBX3_HUMAN,11335,0.96
WASH1_HUMAN,100287171,BECN1_HUMAN,8678,0.87
KEAP1_HUMAN,9817,DPP3_HUMAN,10072,0.87
TNR12_HUMAN,51330,TRAF2_HUMAN,7186,0.89
PML_HUMAN,5371,HDAC2_HUMAN,3066,0.89
K1C15_HUMAN,3866,RCOR3_HUMAN,55758,0.87
PTN18_HUMAN,26469,ERBB2_HUMAN,2064,0.88
ARAF_HUMAN,369,RASK_HUMAN,3845,0.98
HIF1A_HUMAN,3091,ELOB_HUMAN,6923,0.9
HDAC1_HUMAN,3065,MINT_HUMAN,23013,0.88
KAT5_HUMAN,10524,FOXP3_HUMAN,50943,0.86
T3JAM_HUMAN,80342,STRN4_HUMAN,29888,0.86
H4_HUMAN,121504,MCM2_HUMAN,4171,0.89
BRE1A_HUMAN,56254,BRE1A_HUMAN,56254,0.86
UBC9_HUMAN,7329,DAXX_HUMAN,1616,0.9
RARA_HUMAN,5914,SP1_HUMAN,6667,0.89
1433B_HUMAN,7529,MYCPP_HUMAN,10260,0.89
DYR1B_HUMAN,9149,PHS_HUMAN,5092,0.86
KAT5_HUMAN,10524,RUVB1_HUMAN,8607,0.88
B2LA1_HUMAN,597,BAX_HUMAN,581,0.87
IN80E_HUMAN,283899,TYY1_HUMAN,7528,0.87
DEDD_HUMAN,9191,CASP8_HUMAN,841,0.89
VCIP1_HUMAN,80124,UBX2B_HUMAN,137886,0.86
H4_HUMAN,8364,HAT1_HUMAN,8520,0.96
DX39B_HUMAN,7919,CHTOP_HUMAN,26097,0.9
DDB1_HUMAN,1642,DCAF4_HUMAN,26094,0.88
CBP_HUMAN,1387,SRTD1_HUMAN,29950,0.89
NCOR1_HUMAN,9611,SKI_HUMAN,6497,0.9
STK3_HUMAN,6788,MAP1B_HUMAN,4131,0.86
SRC_HUMAN,6714,STAT3_HUMAN,6774,0.9
SMAD3_HUMAN,4088,SMAD4_HUMAN,4089,0.9
CTNA1_HUMAN,1495,CADH2_HUMAN,1000,0.88
LCP2_HUMAN,3937,GRB2_HUMAN,2885,0.97
CENPO_HUMAN,79172,CENPP_HUMAN,401541,0.87
PSDE_HUMAN,10213,PSDE_HUMAN,10213,0.88
PSA2_HUMAN,5683,PSB6_HUMAN,5694,0.89
FYN_HUMAN,2534,TM1L1_HUMAN,10040,0.95
APLF_HUMAN,200558,DNLI4_HUMAN,3981,0.89
RNPS1_HUMAN,10921,MGN_HUMAN,4116,0.86
DLGP1_HUMAN,9229,DLG1_HUMAN,1739,0.97
TBP_HUMAN,6908,MSX1_HUMAN,4487,0.89
STXB1_HUMAN,6812,STX1A_HUMAN,6804,0.99
HDAC5_HUMAN,10014,HDAC3_HUMAN,8841,0.88
NSL1_HUMAN,25936,CBX5_HUMAN,23468,0.9
EED_HUMAN,8726,MTF2_HUMAN,22823,0.86
SET_HUMAN,6418,SET_HUMAN,6418,0.86
H31T_HUMAN,8290,H4_HUMAN,8368,0.96
1433E_HUMAN,7531,BEX3_HUMAN,27018,0.89
PSMD1_HUMAN,5707,PRS8_HUMAN,5705,0.96
KAT2B_HUMAN,8850,HIF1A_HUMAN,3091,0.86
IKKE_HUMAN,9641,RUVB1_HUMAN,8607,0.86
SPOP_HUMAN,8405,CUL3_HUMAN,8452,0.89
EP300_HUMAN,2033,MYOD1_HUMAN,4654,0.89
NR0B2_HUMAN,8431,ERR3_HUMAN,2104,0.89
INSR_HUMAN,3643,P85A_HUMAN,5295,0.94
SIAH2_HUMAN,6478,LATS2_HUMAN,26524,0.87
MTMR6_HUMAN,9107,MTMR9_HUMAN,66036,0.9
TBA4A_HUMAN,7277,TAU_HUMAN,4137,0.86
KLRD1_HUMAN,3824,HLAE_HUMAN,3133,0.86
DLG2_HUMAN,1740,NMDE1_HUMAN,2903,0.87
TP53B_HUMAN,7158,H4_HUMAN,8365,0.9
P85B_HUMAN,5296,CRKL_HUMAN,1399,0.86
ILK_HUMAN,3611,S61A1_HUMAN,29927,0.86
SOS1_HUMAN,6654,CRK_HUMAN,1398,0.97
JAM1_HUMAN,50848,ZO1_HUMAN,7082,0.9
RD23A_HUMAN,5886,PRS7_HUMAN,5701,0.92
FR1OP_HUMAN,11116,CE350_HUMAN,9857,0.88
TRAF6_HUMAN,7189,UB2V1_HUMAN,387522,0.86
ARF6_HUMAN,382,ARRB1_HUMAN,408,0.89
LRRC7_HUMAN,57554,CNKR2_HUMAN,22866,0.86
TF2B_HUMAN,2959,T2EB_HUMAN,2961,0.88
SIK2_HUMAN,23235,CRTC2_HUMAN,200186,0.87
DHX9_HUMAN,1660,HNRPU_HUMAN,3192,0.87
TIFA_HUMAN,92610,TRAF6_HUMAN,7189,0.96
APC1_HUMAN,64682,FZR_HUMAN,51343,0.87
RNF25_HUMAN,64320,TF65_HUMAN,5970,0.89
H31_HUMAN,8355,H4_HUMAN,8363,0.99
DNJC3_HUMAN,5611,E2AK2_HUMAN,5610,0.87
DUS4_HUMAN,1846,MK14_HUMAN,1432,0.89
BRCA1_HUMAN,672,BRAT1_HUMAN,221927,0.89
CUL5_HUMAN,8065,RBX1_HUMAN,9978,0.97
DCAF7_HUMAN,10238,DYR1B_HUMAN,9149,0.89
CARD8_HUMAN,22900,CARD8_HUMAN,22900,0.88
LIS1_HUMAN,5048,DYHC1_HUMAN,1778,0.9
NELFD_HUMAN,51497,NELFB_HUMAN,25920,0.9
PCNA_HUMAN,5111,PARP1_HUMAN,142,0.86
FBX4_HUMAN,26272,CUL1_HUMAN,8454,0.9
1433T_HUMAN,10971,1433T_HUMAN,10971,0.87
1433B_HUMAN,7529,GBF1_HUMAN,8729,0.86
PAXI_HUMAN,5829,VINC_HUMAN,7414,0.94
BRD4_HUMAN,23476,JMJD6_HUMAN,23210,0.89
IQCB1_HUMAN,9657,CE290_HUMAN,80184,0.9
TOM34_HUMAN,10953,HS90A_HUMAN,3320,0.89
GRAP2_HUMAN,9402,CSF1R_HUMAN,1436,0.86
UCHL5_HUMAN,51377,PSD11_HUMAN,5717,0.87
TCPA_HUMAN,6950,TCPZ_HUMAN,908,0.94
SRTD1_HUMAN,29950,"CD2A1_HUMAN,CDN2A_HUMAN,ARF_HUMAN",1029,0.88
RL23A_HUMAN,6147,IPO5_HUMAN,3843,0.89
ATX7_HUMAN,6314,KAT2A_HUMAN,2648,0.89
FAK1_HUMAN,5747,FYN_HUMAN,2534,0.96
EFNA5_HUMAN,1946,EPHA3_HUMAN,2042,0.87
PARD3_HUMAN,56288,TIAM1_HUMAN,7074,0.92
SUPT3_HUMAN,8464,TAF10_HUMAN,6881,0.94
CBP_HUMAN,1387,MYB_HUMAN,4602,0.9
RANB3_HUMAN,8498,RAN_HUMAN,5901,0.87
CDK2_HUMAN,1017,CDK13_HUMAN,8621,0.86
ALS_HUMAN,3483,IBP3_HUMAN,3486,0.86
TSP1_HUMAN,7057,MMP9_HUMAN,4318,0.87
MD2L1_HUMAN,4085,CDC27_HUMAN,996,0.89
DKK1_HUMAN,22943,LRP6_HUMAN,4040,0.9
AAPK2_HUMAN,5563,AAPK1_HUMAN,5562,0.86
JUND_HUMAN,3727,BRCA1_HUMAN,672,0.89
RPAB1_HUMAN,5434,RPB9_HUMAN,5438,0.96
CUL4A_HUMAN,8451,DCNL1_HUMAN,54165,0.86
TRPC6_HUMAN,7225,FYN_HUMAN,2534,0.89
1433Z_HUMAN,7534,GP1BA_HUMAN,2811,0.9
BAZ2A_HUMAN,11176,TTF1_HUMAN,7270,0.88
CEBPZ_HUMAN,10153,P53_HUMAN,7157,0.89
RAF1_HUMAN,5894,STK3_HUMAN,6788,0.9
H31_HUMAN,8358,H4_HUMAN,8367,0.99
SIL1_HUMAN,64374,GRP78_HUMAN,3309,0.88
PSMD6_HUMAN,9861,PSDE_HUMAN,10213,0.99
PUF60_HUMAN,22827,UGPA_HUMAN,7360,0.86
YBOX1_HUMAN,4904,PTCD3_HUMAN,55037,0.87
NKG2D_HUMAN,22914,N2DL3_HUMAN,79465,0.89
PPIA_HUMAN,5478,PP2BA_HUMAN,5530,0.94
CD2B2_HUMAN,10421,RSMB_HUMAN,6628,0.9
SRPK2_HUMAN,6733,U2AFM_HUMAN,8233,0.89
DAXX_HUMAN,1616,SNW1_HUMAN,22938,0.9
CDC6_HUMAN,990,ORC2_HUMAN,4999,0.99
SNW1_HUMAN,22938,SMAD2_HUMAN,4087,0.89
UBP14_HUMAN,9097,ADRM1_HUMAN,11047,0.86
RNF11_HUMAN,26994,TNAP3_HUMAN,7128,0.89
RIPK3_HUMAN,11035,RIPK1_HUMAN,8737,0.9
TPM2_HUMAN,7169,TPM2_HUMAN,7169,0.89
LRP8_HUMAN,7804,APOE_HUMAN,348,0.88
CDC26_HUMAN,246184,CDC27_HUMAN,996,0.88
TP53B_HUMAN,7158,H4_HUMAN,554313,0.9
ESR1_HUMAN,2099,RLA0_HUMAN,6175,0.87
TGFR2_HUMAN,7048,TGFR1_HUMAN,7046,0.96
ZPR1_HUMAN,8882,EF1A1_HUMAN,1915,0.97
WAPL_HUMAN,23063,PDS5B_HUMAN,23047,0.89
F10C1_HUMAN,118924,DGC14_HUMAN,8220,0.86
CE170_HUMAN,9859,WDR62_HUMAN,284403,0.89
PRKDC_HUMAN,5591,RFA2_HUMAN,6118,0.9
SOS2_HUMAN,6655,PLCG1_HUMAN,5335,0.89
CDT1_HUMAN,81620,GEMI_HUMAN,51053,0.97
M3K7_HUMAN,6885,TRAF6_HUMAN,7189,0.9
PHLP2_HUMAN,23035,WDR20_HUMAN,91833,0.87
P53_HUMAN,7157,PLK1_HUMAN,5347,0.89
MED1_HUMAN,5469,RXRA_HUMAN,6256,0.89
TCF21_HUMAN,6943,TFE2_HUMAN,6929,0.9
ANR28_HUMAN,23243,PPP6_HUMAN,5537,0.87
NDUF3_HUMAN,25915,NDUS3_HUMAN,4722,0.86
RPAB2_HUMAN,5435,RPC6_HUMAN,10621,0.88
CATB_HUMAN,1508,S10AA_HUMAN,6281,0.87
NOP56_HUMAN,10528,NOG1_HUMAN,23560,0.88
NR5A2_HUMAN,2494,NR0B2_HUMAN,8431,0.97
TANK_HUMAN,10010,NEMO_HUMAN,8517,0.9
MAGG1_HUMAN,56160,SMC6_HUMAN,79677,0.88
AAKG1_HUMAN,5571,AAKB2_HUMAN,5565,0.94
GPVI_HUMAN,51206,LYN_HUMAN,4067,0.9
SP130_HUMAN,79595,HDAC2_HUMAN,3066,0.87
UBE2A_HUMAN,7319,P53_HUMAN,7157,0.9
ANM1_HUMAN,3276,H4_HUMAN,8362,0.92
EGFR_HUMAN,1956,EPS15_HUMAN,2060,0.95
MED26_HUMAN,9441,RPAB3_HUMAN,5437,0.86
NSE1_HUMAN,197370,SMC5_HUMAN,23137,0.92
MEPCE_HUMAN,56257,CDK9_HUMAN,1025,0.87
CDK9_HUMAN,1025,CCNK_HUMAN,8812,0.88
CHFR_HUMAN,55743,CHFR_HUMAN,55743,0.89
SNUT2_HUMAN,10713,PRP4B_HUMAN,8899,0.88
RUNX2_HUMAN,860,FOS_HUMAN,2353,0.89
LRRK2_HUMAN,120892,BAG5_HUMAN,9529,0.89
DAAM1_HUMAN,23002,RHOA_HUMAN,387,0.9
PTMA_HUMAN,5757,KEAP1_HUMAN,9817,0.88
PIM1_HUMAN,5292,SNX6_HUMAN,58533,0.89
PP2AA_HUMAN,5515,TIPRL_HUMAN,261726,0.95
NICA_HUMAN,23385,PSN1_HUMAN,5663,0.99
TRAF6_HUMAN,7189,SRC_HUMAN,6714,0.86
EIF3A_HUMAN,8661,EIF3H_HUMAN,8667,0.97
SET_HUMAN,6418,GRAA_HUMAN,3001,0.87
FTM_HUMAN,23322,RPGR_HUMAN,6103,0.87
HDAC3_HUMAN,8841,MK11_HUMAN,5600,0.88
RNPS1_HUMAN,10921,CPSF2_HUMAN,53981,0.88
MED18_HUMAN,54797,MED21_HUMAN,9412,0.88
KAT2B_HUMAN,8850,TAF5L_HUMAN,27097,0.87
PRP17_HUMAN,51362,PRP19_HUMAN,27339,0.86
"MST4_HUMAN,STK26_HUMAN",51765,SLMAP_HUMAN,7871,0.89
KHDR3_HUMAN,10656,SIAH1_HUMAN,6477,0.89
EIF3G_HUMAN,8666,41_HUMAN,2035,0.89
DMD_HUMAN,1756,DAG1_HUMAN,1605,0.9
STK4_HUMAN,6789,RASF3_HUMAN,283349,0.89
KTNA1_HUMAN,11104,KTNB1_HUMAN,10300,0.9
DAB1_HUMAN,1600,A4_HUMAN,351,0.93
H31_HUMAN,8357,CENPA_HUMAN,1058,0.87
